participant	id	character_country	character_gendergroup	character_bio	character_quote	character_motive	character_motive_description	suitable	any_suitable	age	education	played_specific	played_franchise	played_fighting	played_any	play_frequency	watched_franchise	watched_fighting	lang_primary	lang_secondary	lang_tertiary	lang_extra	gender_description	normalized_gender	ethnicity_description	normalized_ethnicity	nationality_description	normalized_nationality	feedback	attire_ethnicity	attire_not_sexualized	attire_sexualized	attractive	chubby	costume	ethnic_stereotypes	exaggerated_body	gender_stereotypes	muscular	non_muscular	not_role_model	not_sexualized	obv_ethnicity	old	pos_ethnic_rep	pos_gender_rep	realistic_body	realistic_clothing	role_model	sexualized	skinny	ugly	young	similarity	ethnic_match	ethnic_familiarity
217	leo	Germany	ambiguous	Leo entered the King of Iron Fist Tournament in the hope of uncovering more about his deceased mother, who had been a researcher for the Mishima Zaibatsu. When Leo learned that his battle arena was to be a Zaibatsu-owned dojo, he couldn't believe his luck. However, when he got there, the dojo was in ruin. The moonlight poured in through holes in the walls and roof, illuminating the floor with an eerie beauty. A short while later, a strange, floating silhouette appeared, and slowly glided toward Leo. The silhouette held a sword in its left hand that rotated at a mind-bending speed. What the hell was this thing? It looked like some kind of a flying squid or octopus! Was it a demon…? Then it finally dawned on Leo: This bizarre creature was his opponent. Cautiously, he prepared to fight.	Get ready!	For a Female	Leo seeks the truth about the murder of their mother.	yes	yes	25-34	some_college	no	sfv	yes	yes	daily	often	often	Spanish	English			Male	Male	White	White	Colombian	Columbian		6	1	7	7	1	1	2	1	2	1	5	2	1	6	1	7	6	7	7	7	7	1	1	7	6	5	4
217	bob	United States of America	men	Once a fighter who had won the hearts of fans with his excellent sensibility and handsome good looks, he decided to transform himself completely by gaining weight to eliminate the perceived disadvantage he had in a fight due to his body type. His fans were disappointed, as on the outside it looked like he'd merely put on a few too many pounds, but Bob was definitely pleased with himself.	Speed and weight!	Dominance	He entered the sixth tournament to silence his doubters.	yes	yes	25-34	some_college	no	sfv	yes	yes	daily	often	often	Spanish	English			Male	Male	White	White	Colombian	Columbian		6	5	2	3	7	2	2	2	2	2	5	5	5	5	5	3	6	6	7	2	2	1	5	3	1	5	6
217	juri	South Korea	women	Introduced in Super Street Fighter IV, Juri is a sadistic Tae Kwon Do expert with a cybernetic eye. She loathes Shadaloo for killing her parents, and wants nothing more than to see M. Bison dead.	Well then, where do you want me to break you first?	Antisocial	She is a brutal South Korean Taekwondo martial artist who derives pleasure from inflicting pain on others.	yes	yes	25-34	some_college	no	sfv	yes	yes	daily	often	often	Spanish	English			Male	Male	White	White	Colombian	Columbian		2	1	7	7	2	5	2	2	1	3	5	1	1	4	2	4	7	6	2	7	7	1	1	6	1	1	1
378	paul	United States of America	men	When Paul Phoenix, the golden boy of the martial arts world, steps into the ring, the excitement in the crowd is palpable. But this time when his opponent's name rang over the arena's loudspeakers, he could only scratch his head in disbelief. It was Kuma… again! However, Kuma was nowhere to be seen. Word went round that the bear had dropped out of the tournament. The ring announcer informed the spectators of a last-minute change to the fight card. Relieved, Paul awaits the entrance of his long-anticipated human opponent…	I'll show you the power of the strongest in the universe… but not for free!	Dominance	He fights in hopes of winning the prize money and to prove he is the world's best fighter.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	United States	US American	No feedback	3	2	4	6	2	5	1	6	1	7	1	4	2	5	2	4	6	4	4	4	5	6	2	5	3	5	5
378	asuka	Japan	women	Daughter of the Kazama Traditional Martial Arts School and known as 'Gang Mediator' in her hometown. Ever since she involved herself in a certain street fight, Lili has viewed her as a rival. She knows that Jin Kazama is her cousin and vows to take him down.	When you resort to fighting, everyone loses.	Save the World	She believes very strongly in justice and devotes much of her free time to being a "pacifist" vigilante who is breaking up fights.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	United States	US American	No feedback	6	1	7	7	1	1	1	2	1	1	6	3	2	6	1	5	6	6	6	5	6	7	1	7	1	1	3
378	bob	United States of America	men	Once a fighter who had won the hearts of fans with his excellent sensibility and handsome good looks, he decided to transform himself completely by gaining weight to eliminate the perceived disadvantage he had in a fight due to his body type. His fans were disappointed, as on the outside it looked like he'd merely put on a few too many pounds, but Bob was definitely pleased with himself.	Speed and weight!	Dominance	He entered the sixth tournament to silence his doubters.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	United States	US American	No feedback	1	7	1	1	7	3	6	2	6	1	6	4	7	5	5	2	2	6	5	4	1	1	6	1	3	5	6
378	steve	United Kingdom	men	Steve Fox has had plenty of run-ins with the Mishima Zaibatsu, but he never gave up his search for information about his past. Though his mother's identity remained a mystery, one name in particular began to crop up time and again: Nina Williams. Believing she knew something, Steve began investigating her whereabouts until he came up with a promising lead. The information led him to an imposing cathedral. As he considered how best to proceed, a figure appeared from inside, dressed in a tattered wedding gown. It was Nina, who seemed to be running away from something. Steve told her to stop, but she ignored him and fled. Determined not to let this opportunity escape him, he blocked her path.	Hey you… You wanna try me?	For a Female	He fights to escape the mafia and find his mother.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	United States	US American	No feedback	2	2	6	7	1	6	2	2	2	5	2	2	2	2	1	4	6	6	3	5	6	7	1	7	3	5	5
378	vega	Spain	men	As perhaps the most narcissistic man in the Street Fighter universe, Vega dresses like a matador but fights like a ninja. He cares only for beauty and despises anyone he considers ugly.	Let my beauty intoxicate you.	For Duty	He is a claw-wielding, narcissistic, Spanish ninja, obsessed with beauty and personal bodyguard to M. Bison.	yes	yes	25-34	bachelors	sfv	sfv	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White	White	United States	US American	No feedback	5	1	7	6	1	5	1	5	3	5	3	4	1	5	1	5	5	4	3	3	7	7	2	7	3	5	5
511	guile	United States of America	men	If you know anything about Street Fighter, chances are you've come across this all-American air force pilot and his flat-top haircut before. Guile returns in Street Fighter V seeking a comrade he previously believed dead.	No need for talk. Let's do this!	For Duty	He is a major in the United States Air Force whose goal is to finish the criminal organization Shadaloo.	yes	yes	25-34	bachelors	no	no	yes	yes	weekly	no	occasionally	English				Female	Female	Caucasian	White	United States	US American	Yes, the race questions. The girl for example appears white but with a nation of Japan which is a pretty homogenous country (Asian). Confusing.	2	2	6	6	1	3	1	7	6	7	1	5	1	7	3	4	2	1	5	3	6	1	1	1	1	7	7
511	alex	United States of America	men	First appearing in Street Fighter III: New Generation, Alex is a hard-hitting fighter who combines wrestling and kick-boxing techniques for dramatic effect. He lives in Manhattan and trains with Tom, a friend of his late father.	Okay. Let's rumble.	For a Male	He enters the third World Warrior tournament after its sponsor, Gill, seriously injures his best friend and father figure Tom.	yes	yes	25-34	bachelors	no	no	yes	yes	weekly	no	occasionally	English				Female	Female	Caucasian	White	United States	US American	Yes, the race questions. The girl for example appears white but with a nation of Japan which is a pretty homogenous country (Asian). Confusing.	1	1	6	7	2	7	1	7	6	7	1	6	2	6	1	4	1	1	1	1	6	1	1	5	1	7	7
511	heihachi	Japan	men	The original leader of the Mishima Zaibatsu, and the fighter known as the 'King of the Iron Fist.' Heihachi continues to fight for control of the Mishima Zaibatsu against his son, Kazuya, and his grandson, Jin. After having recovered from the injuries he sustained in the suicide attack on him from the G Corporation's Jack units, Heihachi is back with an iron fist--and body to match.	You fool! I am invincible!	Dominance	He is the leader of an empire known as the Mishima Zaibatsu.	yes	yes	25-34	bachelors	no	no	yes	yes	weekly	no	occasionally	English				Female	Female	Caucasian	White	United States	US American	Yes, the race questions. The girl for example appears white but with a nation of Japan which is a pretty homogenous country (Asian). Confusing.	5	5	2	4	1	7	3	6	6	6	1	3	5	2	7	4	2	2	1	4	3	1	2	1	1	1	7
511	akumat7	Japan	men	A mysterious fighter… a demon. He finds himself in the middle of the Mishima blood feud by a pre-existing relationship with Kazumi, Hehiachi's wife. He makes his debut in TEKKEN 7 promising to fulfill a debt owed to Kazumi.	Can you withstand my power?	For a Male	He seeks to repay a debt to Kazumi Mishima for saving his life from an unknown critical situation.	yes	yes	25-34	bachelors	no	no	yes	yes	weekly	no	occasionally	English				Female	Female	Caucasian	White	United States	US American	Yes, the race questions. The girl for example appears white but with a nation of Japan which is a pretty homogenous country (Asian). Confusing.	1	2	6	6	1	6	6	6	6	7	1	7	1	2	2	1	1	2	2	1	6	1	1	3	1	1	7
511	karin	Japan	women	As a top contender for the wealthiest fighter in the Street Fighter universe, Karin Kanzuki is understandably snobbish. She also counts the likes of Sakura, Ken and R. Mika among her rivals.	I'll show you the divide in our class!	For a Male	Her father is a rather strict man as he constantly pushes his daughter into becoming a better heir to the Kanzuki family fortune, as he wanted a son.	yes	yes	25-34	bachelors	no	no	yes	yes	weekly	no	occasionally	English				Female	Female	Caucasian	White	United States	US American	Yes, the race questions. The girl for example appears white but with a nation of Japan which is a pretty homogenous country (Asian). Confusing.	2	7	1	6	1	2	1	2	2	1	7	2	2	2	1	4	6	6	5	6	4	5	1	7	4	6	7
223	bryan	United States of America	men	A savage fighter who uses a kickboxing fighting style. He's reported to have died twice and was somehow revived each time. He once belonged to an international police force, but Dr. Abel and Dr. Bosconovitch made him a replicant with a perpetual generator that keeps him alive.	Mwahahahaha! So, which one of you wants to die?	For Duty	A power-hungry kickboxer, he was once an Interpol officer until he was killed in a shootout and revived by Dr. Abel.	yes	yes	45-54	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Male	Male	White Caucasian	White	Usa	US American	No problems.	3	3	4	5	2	5	3	6	3	7	1	4	3	3	2	4	4	3	3	4	5	3	4	4	4	5	4
223	nina	Ireland	women	After failing to apprehend Jin Kazama, Nina Williams decided it was time for her and the Mishima Zaibatsu to go their separate ways. On her first private assassination job, she was tasked with infiltrating a mafia wedding… posing as the bride! During the ceremony, a firefight broke out where Nina took out all her targets. However, the commotion had attracted the Tekken Force, who had been dispatched to suppress the violence, and they gave chase. With the Tekken Force in hot pursuit, Nina made her escape. That's when she bumped into a man she found vaguely familiar. The man wouldn't leave her alone. He seemed to have something he wanted to say to her… Nina decided that a confrontation was her best chance of escape.	You've got a date with death.	For Duty	She was contracted to assassinate the current head of Mishima Zaibatsu.	yes	yes	45-54	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Male	Male	White Caucasian	White	Usa	US American	No problems.	3	1	6	7	2	3	2	4	2	3	4	2	1	7	1	5	6	5	4	5	7	3	1	5	3	6	5
223	jin	Japan	men	The leader of the Mishima Zaibatsu and the man who declared war on the world. Fighting the Devil inside him which gets stronger everyday, he yearns to be rid of it once and for all. When his battle is over at last, will he find hope… or despair?	Power is everything.	For a Female	He wishes to avenge the apparent death of his mother Jun Kazama.	yes	yes	45-54	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Male	Male	White Caucasian	White	Usa	US American	No problems.	2	3	5	7	1	3	3	5	2	6	2	3	1	5	1	5	6	3	5	5	6	1	1	5	4	2	4
223	urien	Unknown	men	First introduced in Street Fighter III: Second Impact, Urien is the vice president of the Illuminati. Unlike his benevolent brother, this self-serving tyrant is only interested in furthering his own interests.	Don't worry. I'll end you quickly.	Dominance	He is a ruthless former disciple of the Illuminati.	yes	yes	45-54	bachelors	no	sfv	yes	yes	monthly	occasionally	occasionally	English				Male	Male	White Caucasian	White	Usa	US American	No problems.	3	3	5	5	2	2	3	6	5	6	2	5	3	5	1	3	3	2	5	3	5	2	3	4	3	5	5
